from,to,value,origin_lon,origin_lat,destination_lon,destination_lat
N034,N031,0,139.4823289,35.92925296,139.4833958,35.93285874
N040,N031,0,139.4833022,35.92617351,139.4833958,35.93285874
N056,N031,0,139.4842923,35.92485542,139.4833958,35.93285874
N063,N031,0,139.4828016,35.92250934,139.4833958,35.93285874
N070,N031,0,139.4850921,35.92203565,139.4833958,35.93285874
N098,N031,0,139.4835813,35.91868877,139.4833958,35.93285874
N021,N026,0,139.4827885,35.93943183,139.4887153,35.93199348
N031,N026,0,139.4833958,35.93285874,139.4887153,35.93199348
N038,N026,0,139.4857581,35.92730148,139.4887153,35.93199348
N040,N026,0,139.4833022,35.92617351,139.4887153,35.93199348
N056,N026,0,139.4842923,35.92485542,139.4887153,35.93199348
N050,N026,0,139.4923525,35.92744048,139.4887153,35.93199348
N063,N026,0,139.4828016,35.92250934,139.4887153,35.93199348
N070,N026,0,139.4850921,35.92203565,139.4887153,35.93199348
N082,N026,0,139.494979,35.92320476,139.4887153,35.93199348
N098,N026,0,139.4835813,35.91868877,139.4887153,35.93199348
N024,N036,0,139.4779782,35.93637544,139.4785868,35.92960222
N029,N036,0,139.4738024,35.93186968,139.4785868,35.92960222
N031,N036,0,139.4833958,35.93285874,139.4785868,35.92960222
N034,N036,0,139.4823289,35.92925296,139.4785868,35.92960222
N047,N036,0,139.4719071,35.92654005,139.4785868,35.92960222
N051,N036,0,139.4801564,35.92528365,139.4785868,35.92960222
N040,N036,0,139.4833022,35.92617351,139.4785868,35.92960222
N056,N036,0,139.4842923,35.92485542,139.4785868,35.92960222
N068,N036,0,139.475443,35.92278785,139.4785868,35.92960222
N063,N036,0,139.4828016,35.92250934,139.4785868,35.92960222
N070,N036,0,139.4850921,35.92203565,139.4785868,35.92960222
N098,N036,0,139.4835813,35.91868877,139.4785868,35.92960222
N024,N034,0,139.4779782,35.93637544,139.4823289,35.92925296
N031,N034,0,139.4833958,35.93285874,139.4823289,35.92925296
N036,N034,0,139.4785868,35.92960222,139.4823289,35.92925296
N038,N034,0,139.4857581,35.92730148,139.4823289,35.92925296
N040,N034,0,139.4833022,35.92617351,139.4823289,35.92925296
N056,N034,0,139.4842923,35.92485542,139.4823289,35.92925296
N063,N034,0,139.4828016,35.92250934,139.4823289,35.92925296
N070,N034,0,139.4850921,35.92203565,139.4823289,35.92925296
N098,N034,0,139.4835813,35.91868877,139.4823289,35.92925296
N029,N047,0,139.4738024,35.93186968,139.4719071,35.92654005
N036,N047,0,139.4785868,35.92960222,139.4719071,35.92654005
N051,N047,0,139.4801564,35.92528365,139.4719071,35.92654005
N040,N047,0,139.4833022,35.92617351,139.4719071,35.92654005
N056,N047,0,139.4842923,35.92485542,139.4719071,35.92654005
N063,N047,0,139.4828016,35.92250934,139.4719071,35.92654005
N070,N047,0,139.4850921,35.92203565,139.4719071,35.92654005
N098,N047,0,139.4835813,35.91868877,139.4719071,35.92654005
N029,N051,0,139.4738024,35.93186968,139.4801564,35.92528365
N036,N051,0,139.4785868,35.92960222,139.4801564,35.92528365
N047,N051,0,139.4719071,35.92654005,139.4801564,35.92528365
N040,N051,0,139.4833022,35.92617351,139.4801564,35.92528365
N056,N051,0,139.4842923,35.92485542,139.4801564,35.92528365
N068,N051,0,139.475443,35.92278785,139.4801564,35.92528365
N063,N051,0,139.4828016,35.92250934,139.4801564,35.92528365
N070,N051,0,139.4850921,35.92203565,139.4801564,35.92528365
N098,N051,0,139.4835813,35.91868877,139.4801564,35.92528365
N026,N038,0,139.4887153,35.93199348,139.4857581,35.92730148
N034,N038,0,139.4823289,35.92925296,139.4857581,35.92730148
N040,N038,0,139.4833022,35.92617351,139.4857581,35.92730148
N056,N038,0,139.4842923,35.92485542,139.4857581,35.92730148
N054,N038,0,139.4891153,35.92486934,139.4857581,35.92730148
N050,N038,0,139.4923525,35.92744048,139.4857581,35.92730148
N063,N038,0,139.4828016,35.92250934,139.4857581,35.92730148
N070,N038,0,139.4850921,35.92203565,139.4857581,35.92730148
N098,N038,0,139.4835813,35.91868877,139.4857581,35.92730148
N021,N040,0,139.4827885,35.93943183,139.4833022,35.92617351
N024,N040,0,139.4779782,35.93637544,139.4833022,35.92617351
N029,N040,0,139.4738024,35.93186968,139.4833022,35.92617351
N031,N040,0,139.4833958,35.93285874,139.4833022,35.92617351
N026,N040,0,139.4887153,35.93199348,139.4833022,35.92617351
N036,N040,0,139.4785868,35.92960222,139.4833022,35.92617351
N034,N040,0,139.4823289,35.92925296,139.4833022,35.92617351
N047,N040,0,139.4719071,35.92654005,139.4833022,35.92617351
N051,N040,0,139.4801564,35.92528365,139.4833022,35.92617351
N038,N040,0,139.4857581,35.92730148,139.4833022,35.92617351
N056,N040,0,139.4842923,35.92485542,139.4833022,35.92617351
N054,N040,0,139.4891153,35.92486934,139.4833022,35.92617351
N050,N040,0,139.4923525,35.92744048,139.4833022,35.92617351
N068,N040,0,139.475443,35.92278785,139.4833022,35.92617351
N063,N040,0,139.4828016,35.92250934,139.4833022,35.92617351
N070,N040,0,139.4850921,35.92203565,139.4833022,35.92617351
N082,N040,0,139.494979,35.92320476,139.4833022,35.92617351
N124,N040,0,139.4706213,35.91712919,139.4833022,35.92617351
N104,N040,0,139.4791296,35.91825541,139.4833022,35.92617351
N098,N040,0,139.4835813,35.91868877,139.4833022,35.92617351
N084,N040,0,139.4919175,35.91985361,139.4833022,35.92617351
N142,N040,0,139.4863781,35.90928989,139.4833022,35.92617351
N159,N040,0,139.4819365,35.90669505,139.4833022,35.92617351
N161,N040,0,139.4751826,35.90413321,139.4833022,35.92617351
N176,N040,0,139.479646,35.90174465,139.4833022,35.92617351
N177,N040,0,139.4848177,35.9004588,139.4833022,35.92617351
N021,N056,0,139.4827885,35.93943183,139.4842923,35.92485542
N024,N056,0,139.4779782,35.93637544,139.4842923,35.92485542
N029,N056,0,139.4738024,35.93186968,139.4842923,35.92485542
N031,N056,0,139.4833958,35.93285874,139.4842923,35.92485542
N026,N056,0,139.4887153,35.93199348,139.4842923,35.92485542
N036,N056,0,139.4785868,35.92960222,139.4842923,35.92485542
N034,N056,0,139.4823289,35.92925296,139.4842923,35.92485542
N047,N056,0,139.4719071,35.92654005,139.4842923,35.92485542
N051,N056,0,139.4801564,35.92528365,139.4842923,35.92485542
N038,N056,0,139.4857581,35.92730148,139.4842923,35.92485542
N040,N056,0,139.4833022,35.92617351,139.4842923,35.92485542
N054,N056,0,139.4891153,35.92486934,139.4842923,35.92485542
N050,N056,0,139.4923525,35.92744048,139.4842923,35.92485542
N068,N056,0,139.475443,35.92278785,139.4842923,35.92485542
N063,N056,0,139.4828016,35.92250934,139.4842923,35.92485542
N070,N056,0,139.4850921,35.92203565,139.4842923,35.92485542
N082,N056,0,139.494979,35.92320476,139.4842923,35.92485542
N124,N056,0,139.4706213,35.91712919,139.4842923,35.92485542
N104,N056,0,139.4791296,35.91825541,139.4842923,35.92485542
N098,N056,0,139.4835813,35.91868877,139.4842923,35.92485542
N084,N056,0,139.4919175,35.91985361,139.4842923,35.92485542
N142,N056,0,139.4863781,35.90928989,139.4842923,35.92485542
N159,N056,0,139.4819365,35.90669505,139.4842923,35.92485542
N161,N056,0,139.4751826,35.90413321,139.4842923,35.92485542
N176,N056,0,139.479646,35.90174465,139.4842923,35.92485542
N177,N056,0,139.4848177,35.9004588,139.4842923,35.92485542
N051,N054,0,139.4801564,35.92528365,139.4891153,35.92486934
N038,N054,0,139.4857581,35.92730148,139.4891153,35.92486934
N040,N054,0,139.4833022,35.92617351,139.4891153,35.92486934
N056,N054,0,139.4842923,35.92485542,139.4891153,35.92486934
N050,N054,0,139.4923525,35.92744048,139.4891153,35.92486934
N063,N054,0,139.4828016,35.92250934,139.4891153,35.92486934
N070,N054,0,139.4850921,35.92203565,139.4891153,35.92486934
N082,N054,0,139.494979,35.92320476,139.4891153,35.92486934
N098,N054,0,139.4835813,35.91868877,139.4891153,35.92486934
N026,N050,0,139.4887153,35.93199348,139.4923525,35.92744048
N038,N050,0,139.4857581,35.92730148,139.4923525,35.92744048
N040,N050,0,139.4833022,35.92617351,139.4923525,35.92744048
N056,N050,0,139.4842923,35.92485542,139.4923525,35.92744048
N054,N050,0,139.4891153,35.92486934,139.4923525,35.92744048
N063,N050,0,139.4828016,35.92250934,139.4923525,35.92744048
N070,N050,0,139.4850921,35.92203565,139.4923525,35.92744048
N082,N050,0,139.494979,35.92320476,139.4923525,35.92744048
N098,N050,0,139.4835813,35.91868877,139.4923525,35.92744048
N029,N068,0,139.4738024,35.93186968,139.475443,35.92278785
N036,N068,0,139.4785868,35.92960222,139.475443,35.92278785
N051,N068,0,139.4801564,35.92528365,139.475443,35.92278785
N040,N068,0,139.4833022,35.92617351,139.475443,35.92278785
N056,N068,0,139.4842923,35.92485542,139.475443,35.92278785
N063,N068,0,139.4828016,35.92250934,139.475443,35.92278785
N070,N068,0,139.4850921,35.92203565,139.475443,35.92278785
N124,N068,0,139.4706213,35.91712919,139.475443,35.92278785
N104,N068,0,139.4791296,35.91825541,139.475443,35.92278785
N098,N068,0,139.4835813,35.91868877,139.475443,35.92278785
N021,N063,0,139.4827885,35.93943183,139.4828016,35.92250934
N024,N063,0,139.4779782,35.93637544,139.4828016,35.92250934
N029,N063,0,139.4738024,35.93186968,139.4828016,35.92250934
N031,N063,0,139.4833958,35.93285874,139.4828016,35.92250934
N026,N063,0,139.4887153,35.93199348,139.4828016,35.92250934
N036,N063,0,139.4785868,35.92960222,139.4828016,35.92250934
N034,N063,0,139.4823289,35.92925296,139.4828016,35.92250934
N047,N063,0,139.4719071,35.92654005,139.4828016,35.92250934
N051,N063,0,139.4801564,35.92528365,139.4828016,35.92250934
N038,N063,0,139.4857581,35.92730148,139.4828016,35.92250934
N040,N063,0,139.4833022,35.92617351,139.4828016,35.92250934
N056,N063,0,139.4842923,35.92485542,139.4828016,35.92250934
N054,N063,0,139.4891153,35.92486934,139.4828016,35.92250934
N050,N063,0,139.4923525,35.92744048,139.4828016,35.92250934
N068,N063,0,139.475443,35.92278785,139.4828016,35.92250934
N070,N063,0,139.4850921,35.92203565,139.4828016,35.92250934
N082,N063,0,139.494979,35.92320476,139.4828016,35.92250934
N124,N063,0,139.4706213,35.91712919,139.4828016,35.92250934
N104,N063,0,139.4791296,35.91825541,139.4828016,35.92250934
N098,N063,0,139.4835813,35.91868877,139.4828016,35.92250934
N084,N063,0,139.4919175,35.91985361,139.4828016,35.92250934
N142,N063,0,139.4863781,35.90928989,139.4828016,35.92250934
N159,N063,0,139.4819365,35.90669505,139.4828016,35.92250934
N161,N063,0,139.4751826,35.90413321,139.4828016,35.92250934
N176,N063,0,139.479646,35.90174465,139.4828016,35.92250934
N177,N063,0,139.4848177,35.9004588,139.4828016,35.92250934
N021,N070,0,139.4827885,35.93943183,139.4850921,35.92203565
N024,N070,0,139.4779782,35.93637544,139.4850921,35.92203565
N029,N070,0,139.4738024,35.93186968,139.4850921,35.92203565
N031,N070,0,139.4833958,35.93285874,139.4850921,35.92203565
N026,N070,0,139.4887153,35.93199348,139.4850921,35.92203565
N036,N070,0,139.4785868,35.92960222,139.4850921,35.92203565
N034,N070,0,139.4823289,35.92925296,139.4850921,35.92203565
N047,N070,0,139.4719071,35.92654005,139.4850921,35.92203565
N051,N070,0,139.4801564,35.92528365,139.4850921,35.92203565
N038,N070,0,139.4857581,35.92730148,139.4850921,35.92203565
N040,N070,0,139.4833022,35.92617351,139.4850921,35.92203565
N056,N070,0,139.4842923,35.92485542,139.4850921,35.92203565
N054,N070,0,139.4891153,35.92486934,139.4850921,35.92203565
N050,N070,0,139.4923525,35.92744048,139.4850921,35.92203565
N068,N070,0,139.475443,35.92278785,139.4850921,35.92203565
N063,N070,0,139.4828016,35.92250934,139.4850921,35.92203565
N082,N070,0,139.494979,35.92320476,139.4850921,35.92203565
N124,N070,0,139.4706213,35.91712919,139.4850921,35.92203565
N104,N070,0,139.4791296,35.91825541,139.4850921,35.92203565
N098,N070,0,139.4835813,35.91868877,139.4850921,35.92203565
N084,N070,0,139.4919175,35.91985361,139.4850921,35.92203565
N142,N070,0,139.4863781,35.90928989,139.4850921,35.92203565
N159,N070,0,139.4819365,35.90669505,139.4850921,35.92203565
N161,N070,0,139.4751826,35.90413321,139.4850921,35.92203565
N176,N070,0,139.479646,35.90174465,139.4850921,35.92203565
N177,N070,0,139.4848177,35.9004588,139.4850921,35.92203565
N026,N082,0,139.4887153,35.93199348,139.494979,35.92320476
N040,N082,0,139.4833022,35.92617351,139.494979,35.92320476
N056,N082,0,139.4842923,35.92485542,139.494979,35.92320476
N054,N082,0,139.4891153,35.92486934,139.494979,35.92320476
N050,N082,0,139.4923525,35.92744048,139.494979,35.92320476
N063,N082,0,139.4828016,35.92250934,139.494979,35.92320476
N070,N082,0,139.4850921,35.92203565,139.494979,35.92320476
N098,N082,0,139.4835813,35.91868877,139.494979,35.92320476
N084,N082,0,139.4919175,35.91985361,139.494979,35.92320476
N040,N124,0,139.4833022,35.92617351,139.4706213,35.91712919
N056,N124,0,139.4842923,35.92485542,139.4706213,35.91712919
N068,N124,0,139.475443,35.92278785,139.4706213,35.91712919
